production-class,test-method,entropy
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test40,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test41,0.6931471805599453
com.liferay.portlet.documentlibrary.service.impl.DLFolderLocalServiceImpl,test42,0.6931471805599453
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test000,1.9661755171495705
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test001,2.70805020110221
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test002,2.890371757896165
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test003,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test004,2.1230455536602144
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test005,1.0986122886681096
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test006,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test007,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test008,2.833213344056216
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test009,3.332204510175204
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test010,2.4849066497880012
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test011,2.890371757896165
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test012,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test013,2.5649493574615376
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test014,2.4849066497880012
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test015,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test016,2.4849066497880012
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test017,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test018,1.915440198216515
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test019,2.8233967898648364
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test020,2.0652832886135526
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test021,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test022,1.898023387111105
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test023,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test024,2.9444389791664403
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test025,2.70805020110221
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test026,1.8538800147028
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test027,2.4185613241999815
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test028,1.9401243333353364
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test029,2.687219894750558
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test030,2.3784011886885814
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test031,1.0986122886681096
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test032,2.230923730266658
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test033,2.268912946388149
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test034,2.146833351308301
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test035,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test036,2.6390573296152584
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test037,2.0805765279063007
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test038,2.3693821196946767
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test039,2.4849066497880012
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test040,2.269639374604125
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test041,2.3327327311026895
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test042,2.3025850929940455
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test043,1.898023387111105
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test044,2.3025850929940455
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test045,2.5649493574615376
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test046,2.4583113296830845
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test047,2.6390573296152584
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test048,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test049,2.016576491357352
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test050,2.488327743368588
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test051,2.6023807799324814
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test052,2.171115529932704
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test053,2.1506161048031833
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test054,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test055,2.1972245773362196
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test056,1.8387986929374454
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test057,2.065283288613552
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test058,2.5649493574615376
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test059,2.645449071886851
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test060,3.3056044915866347
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test061,2.833213344056216
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test062,2.890371757896165
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test063,2.3985790243745666
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test064,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test065,2.1546193098639694
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test066,2.242973226438147
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test067,2.0707496021528033
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test068,2.1546193098639694
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test069,2.70805020110221
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test070,2.3025850929940455
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test071,3.178053830347946
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test072,2.1112976110789727
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test073,3.2188758248681983
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test074,2.685945324669788
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test075,2.3348985622018286
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test076,2.242390013225787
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test077,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test078,2.1639556568820564
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test079,2.1220577460600016
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test080,2.2880227662042087
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test081,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test082,2.634161779538392
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test083,2.7516666169315167
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test084,2.685945324669788
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test085,2.4463822782062867
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test086,2.4473295314451593
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test087,1.242453324894
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test088,2.833213344056216
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test089,1.8444397270569681
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test090,2.8233967898648364
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test091,3.074965128809928
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test092,2.230923730266658
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test093,2.0319562238569695
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test094,2.3693821196946767
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test095,2.0742344046078056
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test096,2.1871169048422634
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test097,3.4657359027997248
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test098,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test099,2.4013567455599403
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test100,2.2086392785133713
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test101,2.02506641665738
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test102,2.8133554045006157
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test103,3.014946880179594
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test104,2.3114234446919735
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test105,2.3025850929940455
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test106,2.1602985171522895
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test107,2.685945324669788
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test108,2.930749705272877
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test109,1.9743423462932612
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test110,2.772588722239781
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test111,2.833213344056216
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test112,2.833213344056216
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test113,1.9909502341783103
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test114,2.17157089695751
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test115,2.7271760442979476
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test116,2.3118106396602034
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test117,2.3693821196946767
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test118,2.314663721384631
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test119,2.0688846458275627
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test120,2.286260660467041
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test121,2.1877019230893464
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test122,2.320010119403465
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test123,2.206583351910944
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test124,2.094640938826062
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test125,2.3978952727983707
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test126,1.8771109532844326
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test127,2.5458574133936582
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test128,2.8570395244941453
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test129,2.2200880912962377
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test130,2.2102535776209735
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test131,2.509852691248759
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test132,2.871476118054867
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test133,3.4339872044851467
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test134,3.059317997207515
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test135,2.0688846458275627
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test136,2.898205407843075
com.aelitis.azureus.ui.common.table.impl.TableColumnImpl,test137,3.0592794887184103
com.liferay.portal.service.persistence.GroupFinderImpl,test00,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test01,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test02,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test03,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test04,1.5857708352080968
com.liferay.portal.service.persistence.GroupFinderImpl,test05,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test06,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test07,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test08,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test09,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test10,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test11,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test12,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test13,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test14,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test15,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test16,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test17,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test18,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test19,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test20,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test21,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test22,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test23,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test24,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test25,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test26,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test27,1.0397207708399179
com.liferay.portal.service.persistence.GroupFinderImpl,test28,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test29,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test30,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test31,1.3862943611198906
com.liferay.portal.service.persistence.GroupFinderImpl,test32,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test33,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test34,1.0986122886681096
com.liferay.portal.service.persistence.GroupFinderImpl,test35,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test36,0.9502705392332347
com.liferay.portal.service.persistence.GroupFinderImpl,test37,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test38,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test39,1.0397207708399179
com.liferay.portal.service.persistence.GroupFinderImpl,test40,1.6094379124341005
com.liferay.portal.service.persistence.GroupFinderImpl,test41,0.5623351446188083
com.liferay.portal.service.persistence.GroupFinderImpl,test42,0.5623351446188083
com.liferay.portal.service.persistence.GroupFinderImpl,test43,0.30463609734923813
com.liferay.portal.service.persistence.GroupFinderImpl,test44,0.2868359830561607
com.liferay.portal.service.persistence.GroupFinderImpl,test45,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test46,0.6365141682948128
com.liferay.portal.service.persistence.GroupFinderImpl,test47,0.37677016125643675
com.liferay.portal.service.persistence.GroupFinderImpl,test48,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test49,0.25731864054383163
com.liferay.portal.service.persistence.GroupFinderImpl,test50,0.45056120886630463
com.liferay.portal.service.persistence.GroupFinderImpl,test51,1.0397207708399179
com.liferay.portal.service.persistence.GroupFinderImpl,test52,0.45056120886630463
com.liferay.portal.service.persistence.GroupFinderImpl,test53,0.6931471805599453
com.liferay.portal.service.persistence.GroupFinderImpl,test54,0.5623351446188083
com.liferay.portal.service.persistence.GroupFinderImpl,test55,0.24493002679463532
com.liferay.portal.service.persistence.GroupFinderImpl,test56,0.34883209584303193
com.liferay.portal.service.persistence.GroupFinderImpl,test57,0.37677016125643675
com.liferay.portal.service.persistence.GroupFinderImpl,test58,0.5004024235381879
com.liferay.portal.service.persistence.GroupFinderImpl,test59,0.3250829733914482
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test00,1.3862943611198906
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test01,0.6931471805599453
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test02,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test03,0.34883209584303193
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test04,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test05,1.7917594692280547
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test06,0.6931471805599453
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test07,0.7937300551584247
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test08,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test09,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test10,0.639031859650177
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test11,0.2868359830561607
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test12,0.6931471805599453
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test13,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test14,0.6365141682948128
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test15,1.0126631103850336
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test16,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test17,0.6931471805599453
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test18,1.0397207708399179
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test19,1.3862943611198906
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test20,1.5810937501718239
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test21,0.5623351446188083
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test22,0.45056120886630463
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test23,0.24493002679463532
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test24,1.0139046609345654
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test25,0.34883209584303193
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test26,0.5623351446188083
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test27,1.6404882906155087
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test28,0.796311640173813
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test29,1.8310204811135165
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test30,0.5004024235381879
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test31,1.7478680974667573
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test32,1.3862943611198906
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test33,0.7937300551584247
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test34,0.2337916587064593
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test35,1.0986122886681096
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test36,1.5607104090414063
weka.classifiers.bayes.net.search.local.LocalScoreSearchAlgorithm,test37,0.8369882167858358
weka.core.AlgVector,test00,1.7917594692280547
weka.core.AlgVector,test01,2.3025850929940455
weka.core.AlgVector,test02,1.3862943611198906
weka.core.AlgVector,test03,1.0986122886681096
weka.core.AlgVector,test04,1.8891591637540215
weka.core.AlgVector,test05,2.094729047527649
weka.core.AlgVector,test06,1.3862943611198906
weka.core.AlgVector,test07,1.5498260458782016
weka.core.AlgVector,test08,1.3321790402101223
weka.core.AlgVector,test09,2.5649493574615376
weka.core.AlgVector,test10,0.9502705392332347
weka.core.AlgVector,test11,1.7379834485870498
weka.core.AlgVector,test12,1.945910149055313
weka.core.AlgVector,test13,1.7917594692280547
weka.core.AlgVector,test14,1.7917594692280547
weka.core.AlgVector,test15,0.5004024235381879
weka.core.AlgVector,test16,2.0075563074378375
weka.core.AlgVector,test17,0.6365141682948128
weka.core.AlgVector,test18,1.242453324894
weka.core.AlgVector,test19,1.464816384890813
weka.core.AlgVector,test20,1.6762349391347309
weka.core.AlgVector,test21,1.1537419427010902
weka.core.AlgVector,test22,1.6094379124341005
weka.core.AlgVector,test23,1.1699929969668565
weka.clusterers.Cobweb,test00,1.6094379124341005
weka.clusterers.Cobweb,test01,0.6931471805599453
weka.clusterers.Cobweb,test02,0.6931471805599453
weka.clusterers.Cobweb,test03,0.6931471805599453
weka.clusterers.Cobweb,test04,1.0986122886681096
weka.clusterers.Cobweb,test05,0.6931471805599453
weka.clusterers.Cobweb,test06,1.0986122886681096
weka.clusterers.Cobweb,test07,0.6931471805599453
weka.clusterers.Cobweb,test08,0.6931471805599453
weka.clusterers.Cobweb,test09,1.3862943611198906
weka.clusterers.Cobweb,test10,0.6931471805599453
weka.clusterers.Cobweb,test11,0.6931471805599453
weka.clusterers.Cobweb,test12,0.6931471805599453
weka.clusterers.Cobweb,test13,1.3862943611198906
weka.clusterers.Cobweb,test14,1.0986122886681096
weka.clusterers.Cobweb,test15,1.3862943611198906
weka.clusterers.Cobweb,test16,2.1639556568820564
weka.clusterers.Cobweb,test17,1.5607104090414063
weka.clusterers.Cobweb,test18,1.7677614722893296
weka.clusterers.Cobweb,test19,2.552085297620967
weka.clusterers.Cobweb,test20,2.3427001955882654
weka.clusterers.Cobweb,test21,2.6637321680624404
weka.clusterers.Cobweb,test22,2.5351062927315273
weka.clusterers.Cobweb,test23,2.6680787022174832
weka.clusterers.Cobweb,test24,2.8133554045006157
weka.clusterers.Cobweb,test25,2.5626603403745767
weka.clusterers.Cobweb,test26,2.175414746454172
weka.clusterers.Cobweb,test27,2.5829504226071522
weka.clusterers.Cobweb,test28,2.76162571219778
weka.clusterers.Cobweb,test29,2.2671306944111977
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test00,1.0397207708399179
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test01,1.8310204811135165
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test02,1.15374194270109
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test03,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test04,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test05,0.6931471805599453
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test06,0.6931471805599453
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test07,1.3862943611198906
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test08,1.242453324894
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test09,0.6931471805599453
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test10,1.0986122886681096
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test11,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test12,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test13,0.6931471805599453
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test14,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test15,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test16,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test17,0.5004024235381879
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test18,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test19,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test20,0.2337916587064593
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test21,-0.0
net.sourceforge.squirrel_sql.fw.gui.GUIUtils,test22,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test00,1.3862943611198906
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test01,1.3862943611198906
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test02,1.3862943611198906
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test03,0.5623351446188083
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test04,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test05,1.3862943611198906
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test06,0.7356219397587946
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test07,1.3862943611198906
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test08,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test09,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test10,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test11,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test12,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test13,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test14,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test15,0.7356219397587946
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test16,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test17,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test18,0.6837389058487535
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test19,1.3321790402101223
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test20,0.8239592165010823
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test21,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test22,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test23,0.9184277849930975
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test24,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test25,0.9589449955752118
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test26,0.5004024235381879
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test27,0.6365141682948128
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test28,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test29,1.0466304865832219
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test30,0.8675632284814612
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test31,0.6931471805599453
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test32,1.6094379124341005
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test33,1.3862943611198906
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test34,-0.0
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test35,0.8461447967228176
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test36,0.922980661086409
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test37,0.410116318288409
com.aelitis.azureus.core.peermanager.utils.BTPeerIDByteDecoderUtils,test38,1.1490596969706202
